ID;Наименование;Родитель;Категория;"Группа дочернего товара";Цена;"Акционная цена";Валюта;Артикул;"Единица измерения";"В упаковке";"На складе";"Акционный товар";"Рекомендованный товар";"Горячее предложение";Новинка;"Краткое описание";Описание;Производитель;Страна;"В комплекте";"Сопутствующие товары";Тэги;Фотографии;Цвет;Материал;Размер;Механизм;Напряжение;Синхронизация;Грузоподъемность;"Тип подъемника";Варианты
35659;"Станок шиномонтажный 220В синий";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;77800;0;Рубли;"КС-302А-220 С";штука;1.0000;1000;0;0;0;0;"<p>Полуавтоматический шиномонтажный станок, диаметр дисков от 11"" до 24"", 380В, 10-12бар</p>";"<table>
<tbody>
<tr>
<td>Размеры монтируемых и демонтируемых шин: посадочный диаметр</td>
<td>10-24 дюймов</td>
</tr>
<tr>
<td>Сила сжатия отжимной лопатки</td>
<td>3200 кг</td>
</tr>
<tr>
<td>Мощность электродвигателя</td>
<td>0,75 кВт</td>
</tr>
<tr>
<td>Рабочее давление</td>
<td>10 бар</td>
</tr>
<tr>
<td>Питание</td>
<td>220В, 50 Гц</td>
</tr>
<tr>
<td>Габаритные размеры</td>
<td>960х750х970 мм</td>
</tr>
<tr>
<td>Масса</td>
<td>220 кг</td>
</tr>
</tbody>
</table>
<p>&nbsp; &nbsp;</p>
<h3>Комплектация</h3>
<ul>
<li>пластиковые накладки на кулачки</li>
<li>пластиковая накладка на отжимную лопатку</li>
<li>пистолет для накачивания шин</li>
<li>емкость для шиномонтажной пасты с кисточкой</li>
<li>монтировка</li>
<li>влагомаслоотделитель</li>
</ul>
<h3>Опции:</h3>
<p>Устройство для быстрого накачивания бескамерных шин ""Взрывная накачка"" Комплект зажимов для работы с мотоколесами Монтажная головка ""Quick union""</p>";SIVIK;Россия;;;;1555581815.8377.jpg;;;;;;;;;
35660;"Станок шиномонтажный автомат 10-24""380в красный";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;0;0;Рубли;"КС-402А ПРО К";штука;1.0000;0;0;0;0;0;;;;;;;;;;;;;;;;;
35670;"Комплект ""МАСТЕР""";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки;Шиномонтажное оборудование:Балансировочные стенды;Акции;Шиномонтажное оборудование:Комплекты шиномонтажного оборудования";;118000;0;Рубли;MASTER;штука;1.0000;34;1;0;0;0;"<p><span style=""font-size: 14pt; color: #800000;""><strong>Проверенный временем комплект оборудования для шиномонтажной станции - начни свой бизнес с успеха!</strong></span></p>";"<p><strong>Все что нужно для успешного начала Вашего бизнеса в сфере шиномонтажа!</strong></p>
<p><a href=""component/ksenmart/_stend_balansirovochnyy_siniy"" rel=""alternate""><strong>TB300</strong> - Стенд балансировочный 220В&nbsp;(синий)</a></p>
<p><a href=""component/ksenmart/stend_shinomontazhnyy_10_22_dyuymov_220_vol_t_siniy"" rel=""alternate""><strong>TC100N</strong> - Стенд шиномонтажный (10-22 дюймов)&nbsp;220В&nbsp;(синий)</a></p>
<p><strong>TC100LA330A</strong>&nbsp;- Компрессор 100 л. ресивер, 330 л\м, 10 бар. 220В, 2,9 кВт</p>
<p><strong>AB-08</strong>&nbsp;- Гайковерт</p>
<p><a href=""component/ksenmart/domkrat_jinteng_t31101_podkatnoy_3_tonny"" rel=""alternate""><strong>T31101</strong>&nbsp;- Домкрат подкатной 3 тонны.</a></p>
<p><strong>T51202</strong> - Подставка под автомобиль 2 тонны</p>
<p><b>PL-15-8-12 - Шланг</b></p>
<p><span style=""text-decoration: underline; color: #ff0000;""><strong>Для получения более подробной информации обращайтесь к нашим менеджерам.</strong></span></p>";ТЕМП;Китай;;;;1555575392.974.jpg;;;;;;;;;
35690;"Полуавтоматический шиномонтажный станок, диаметр дисков 10-2";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;61800;0;Рубли;"КС-301А 380V ";штука;1.0000;1000;0;0;0;0;<p>Полуавтомат</p>;"<p>Полуавтоматический шиномонтажный станок эконом-класса. Предназначен для монтажа и демонтажа камерных и бескамерных шин легковых автомобилей с посадочным диаметром от 10"" до 22"".</p>
<table>
<tbody>
<tr>
<td>&nbsp;Давление воздуха в пневмосистеме, МПа&nbsp;</td>
<td>10</td>
</tr>
<tr>
<td>&nbsp;Напряжение в сети, В</td>
<td>&nbsp;380</td>
</tr>
<tr>
<td>&nbsp;Цвет</td>
<td>&nbsp;Красный&nbsp;/&nbsp;Синий</td>
</tr>
<tr>
<td><strong> ОСНАЩЕНИЕ</strong></td>
<td>&nbsp;</td>
</tr>
<tr>
<td>Лубрикатор</td>
<td>&nbsp;</td>
</tr>
<tr>
<td>
<div class=""col-lg-12 lineitem"">
<div class=""row"">
<div class=""col-lg-8 col-md-9 col-sm-9 col-xs-11"">Монтировка</div>
</div>
</div>
</td>
<td>&nbsp;</td>
</tr>
<tr>
<td>
<div class=""col-lg-12 lineitem"">
<div class=""row"">
<div class=""col-lg-8 col-md-9 col-sm-9 col-xs-11"">Емкость для шиномонтажной пасты с кисточкой</div>
</div>
</div>
</td>
<td>&nbsp;</td>
</tr>
<tr>
<td>
<div class=""col-lg-12 lineitem"">
<div class=""row"">
<div class=""col-lg-8 col-md-9 col-sm-9 col-xs-11"">Пистолет для накачивания шин</div>
</div>
</div>
</td>
<td>&nbsp;</td>
</tr>
<tr>
<td>
<div class=""col-lg-12 lineitem"">
<div class=""row"">
<div class=""col-lg-8 col-md-9 col-sm-9 col-xs-11"">Пластиковая накладка на отжимную лопатку</div>
</div>
</div>
</td>
<td>&nbsp;</td>
</tr>
<tr>
<td>Пластиковые накладки на кулачки</td>
<td>&nbsp;</td>
</tr>
</tbody>
</table>";SIVIK;Россия;;;;1555582022.3301.jpg;"Синий;Красный";;;;380В;;;;
35691;"Станок шиномонтажный ""Мастер"" 380В взрыв. подкачка";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;0;0;Рубли;"КС-302А ПРО";штука;1.0000;0;0;0;0;0;;;SIVIK;Россия;;;;;;;;;;;;;
35692;"Станок шиномонтажный ""Мастер"" 380В взрыв. подкачка синий";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;0;0;Рубли;"КС-302А ПРО С";штука;1.0000;0;0;0;0;0;;;SIVIK;Россия;;;;;;;;;;;;;
35969;"Комплект ""СТАРТ""";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки;Шиномонтажное оборудование:Балансировочные стенды;Акции;Шиномонтажное оборудование:Комплекты шиномонтажного оборудования";;113000;0;Рубли;START;штука;1.0000;40;1;0;0;0;"<p><span style=""font-size: 14pt; color: #800000;""><strong>Универсальный комплект оборудования для шиномонтажной станции - поставил и за работу!</strong></span></p>";"<p><strong>Все что нужно для успешного начала Вашего бизнеса в сфере шиномонтажа!</strong></p>
<p><a href=""component/ksenmart/_stend_balansirovochnyy_siniy"" rel=""alternate""><strong>TB300</strong> - Стенд балансировочный 220В&nbsp;(синий)</a></p>
<p><a href=""component/ksenmart/stend_shinomontazhnyy_10_22_dyuymov_220_vol_t_siniy"" rel=""alternate""><strong>TC100N</strong> - Стенд шиномонтажный (10-22 дюймов)&nbsp;220В&nbsp;(синий)</a></p>
<p><strong>TC100LA330A</strong>&nbsp;- Компрессор 100 л. ресивер, 330 л\м, 10 бар. 220В, 2,9 кВт</p>
<p><a href=""component/ksenmart/domkrat_podkatnoy_3t_dva_porshnya_bystryy_pod_em_"" rel=""alternate""><strong>TJ3</strong>&nbsp;- Домкрат подкатной 3 тонны.</a></p>
<p><span style=""text-decoration: underline; color: #ff0000;""><strong>Для получения более подробной информации обращайтесь к нашим менеджерам.</strong></span></p>";ТЕМП;Китай;;;;1555575616.9918.jpg;;;;;;;;;
36140;"Стенд шиномонтажный для колес г/а";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;435000;0;Рубли;"TCS56        ";штука;0.0000;1000;0;0;0;0;"<p>Проверенный временем и российскими условиями, технологичный стенд!</p>";"<p><strong>Технические характеристики:</strong></p>
<table>
<tbody>
<tr>
<td>Максимальный диаметр колеса</td>
<td>2500 мм.</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>1200 мм.</td>
</tr>
<tr>
<td>Диаметр диска</td>
<td>14"" ? 56""&nbsp;</td>
</tr>
<tr>
<td>Напряжение</td>
<td>380 В</td>
</tr>
</tbody>
</table>";FLYING;Китай;;;;1555579117.3609.jpg;;;;;;;;;
36162;"Стенд шиномонтажный 10-24 дюйма 220 вольт";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;46500;0;Рубли;"TC-200 220V C";штука;0.0000;499;0;0;0;1;"<p>Cтол до 24 дюймов, усиленное основание станка, толстый металл колонны, комплект для начала работы.</p>
<p>Новинка осени 2017 года!</p>";"<p><strong>Шиномонтажный стенд TC200</strong>&nbsp;- полуавтомат, отличное оборудования для работы с автомобильными покрышками. Благодаря своим возможностям, Вы сможете производить перебортовку парктически любому легковому автомобилю эксплуатируемому на территории России. На протяжении последних лет эксплуатации нашей последней модели, были учтены все пожелания и замечания наших клиентов. Многие решения по сравнению с более ранней версией были пересмотрены и специально разработаны элементы для комфортной работы, как опытных мастеров, так и новичков.&nbsp;</p>
<p>Есть возможноть подключать оборудование к разным режимам питания.</p>
<ul class=""unstyled extra_fields"">
<li class=""row-fluid""><span class=""span4 extra_fields_name"">Давление (бар.):&nbsp;</span><span class=""span8 extra_fields_value"">8-10 Бар</span></li>
<li class=""row-fluid""><span class=""span4 extra_fields_name"">Уровень шума:&nbsp;</span><span class=""span8 extra_fields_value"">75 дцб</span></li>
<li class=""row-fluid""><span class=""span4 extra_fields_name"">Диаметр диска (наружный захват):&nbsp;</span><span class=""span8 extra_fields_value"">10'' – 21''</span></li>
<li class=""row-fluid""><span class=""span4 extra_fields_name"">Диаметр диска (внутренний захват):&nbsp;</span><span class=""span8 extra_fields_value"">12'' – 24''</span></li>
<li class=""row-fluid""><span class=""span4 extra_fields_name"">Максимальный диаметр колеса:&nbsp;</span><span class=""span8 extra_fields_value"">1150 мм (45"")</span></li>
<li class=""row-fluid""><span class=""span4 extra_fields_name"">Максимальная ширина колеса:&nbsp;</span><span class=""span8 extra_fields_value"">355 мм (14"")</span></li>
<li class=""row-fluid""><span class=""span4 extra_fields_name"">Мощность электродвигателя:&nbsp;</span><span class=""span8 extra_fields_value"">0.75/0.55/1.1 кВт</span></li>
<li class=""row-fluid""><span class=""span4 extra_fields_name"">Максимальный крутящий момент поворотного стола:&nbsp;</span><span class=""span8 extra_fields_value"">1078 Nm</span></li>
<li class=""row-fluid""><span class=""span4 extra_fields_name"">Габариты (Уточняйте):&nbsp;</span><span class=""span8 extra_fields_value"">96*76*93 см</span></li>
</ul>
<p><strong>Комплектуется:</strong></p>
<ul>
<li>Накладки на шиномонтажную головку;</li>
<li>Накладки на кулачки рабочего стола;</li>
<li>Накладка на отжимную лапу;</li>
<li>Монтажка;</li>
<li>Пистолет подкачки;</li>
<li>Регулятор давления с лубрикатором;</li>
<li>Ванночка для жидкости с кистью.</li>
</ul>
<p><strong>Преимущества использования:</strong></p>
<ul>
<li>Быстрая окупаемость - благодаря низкой стоимости;</li>
<li>Удобство в эксплуатации;</li>
<li>Подходит для шиномонтажных мастерских с большим числом клиентов.</li>
</ul>";ТЕМП;Китай;;"TE-52        ;TV-18B       ;TB500 220V C ;TB200 220V C ";;1555578283.2615.jpg;;;;;;;;;
36163;"Стенд шиномонтажный 10-24 дюйма 380 вольт";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;46500;0;Рубли;"TC-200 380V C";штука;0.0000;999;0;0;0;1;"<p>Cтол до 24 дюймов, усиленное основание станка, толстый металл колонны, комплект для начала работы.</p>
<p>Новинка осени 2017 года!</p>";"<p><strong>Шиномонтажный стенд TC200</strong>&nbsp;- полуавтомат, отличное оборудования для работы с автомобильными покрышками. Благодаря своим возможностям, Вы сможете производить перебортовку парктически любому легковому автомобилю эксплуатируемому на территории России. На протяжении последних лет эксплуатации нашей последней модели, были учтены все пожелания и замечания наших клиентов. Многие решения по сравнению с более ранней версией были пересмотрены и специально разработаны элементы для комфортной работы, как опытных мастеров, так и новичков.&nbsp;</p>
<p>Есть возможноть подключать оборудование к разным режимам питания.</p>
<ul class=""unstyled extra_fields"">
<li class=""row-fluid""><span class=""span4 extra_fields_name"">Давление (бар.):&nbsp;</span><span class=""span8 extra_fields_value"">8-10 Бар</span></li>
<li class=""row-fluid""><span class=""span4 extra_fields_name"">Уровень шума:&nbsp;</span><span class=""span8 extra_fields_value"">75 дцб</span></li>
<li class=""row-fluid""><span class=""span4 extra_fields_name"">Диаметр диска (наружный захват):&nbsp;</span><span class=""span8 extra_fields_value"">10'' – 21''</span></li>
<li class=""row-fluid""><span class=""span4 extra_fields_name"">Диаметр диска (внутренний захват):&nbsp;</span><span class=""span8 extra_fields_value"">12'' – 24''</span></li>
<li class=""row-fluid""><span class=""span4 extra_fields_name"">Максимальный диаметр колеса:&nbsp;</span><span class=""span8 extra_fields_value"">1150 мм (45"")</span></li>
<li class=""row-fluid""><span class=""span4 extra_fields_name"">Максимальная ширина колеса:&nbsp;</span><span class=""span8 extra_fields_value"">355 мм (14"")</span></li>
<li class=""row-fluid""><span class=""span4 extra_fields_name"">Мощность электродвигателя:&nbsp;</span><span class=""span8 extra_fields_value"">0.75/0.55/1.1 кВт</span></li>
<li class=""row-fluid""><span class=""span4 extra_fields_name"">Максимальный крутящий момент поворотного стола:&nbsp;</span><span class=""span8 extra_fields_value"">1078 Nm</span></li>
<li class=""row-fluid""><span class=""span4 extra_fields_name"">Габариты (Уточняйте):&nbsp;</span><span class=""span8 extra_fields_value"">96*76*93 см</span></li>
</ul>
<p><strong>Комплектуется:</strong></p>
<ul>
<li>Накладки на шиномонтажную головку;</li>
<li>Накладки на кулачки рабочего стола;</li>
<li>Накладка на отжимную лапу;</li>
<li>Монтажка;</li>
<li>Пистолет подкачки;</li>
<li>Регулятор давления с лубрикатором;</li>
<li>Ванночка для жидкости с кистью.</li>
</ul>
<p><strong>Преимущества использования:</strong></p>
<ul>
<li>Быстрая окупаемость - благодаря низкой стоимости;</li>
<li>Удобство в эксплуатации;</li>
<li>Подходит для шиномонтажных мастерских с большим числом клиентов.</li>
</ul>";ТЕМП;Китай;;"TE-52        ;TV-18B       ;TB500 220V C ;TB200 220V C ";;1555578341.0377.jpg;;;;;;;;;
36257;"Шиномонтажный станок FLYING BL545IT (12-26 дюймов) 380 В";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;0;0;Рубли;BL545IT/380V;штука;1.0000;0;0;0;0;0;"<p>Полуавтомат с взрывной накачкой.</p>";"<p><strong>FLYING BL545IT</strong> предназначен для работы с внедорожниками, легкими грузовиками и легковыми автомобилями.</p>
<table style=""height: 170px; width: 384px;"">
<tbody>
<tr>
<td colspan=""2""><strong>Технические характеристики</strong></td>
</tr>
<tr>
<td>Размеры диска, внешний зажим</td>
<td>12""-23""</td>
</tr>
<tr>
<td>Размеры диска, внутренний зажим</td>
<td>14""-26""</td>
</tr>
<tr>
<td>Максимальный диаметр колеса</td>
<td>1143 мм</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>406&nbsp;мм</td>
</tr>
<tr>
<td>Напряжение</td>
<td>380&nbsp;В</td>
</tr>
<tr>
<td>Рабочее давление</td>
<td>8&nbsp;бар</td>
</tr>
<tr>
<td>Отжимное усилие</td>
<td>2500 кг</td>
</tr>
<tr>
<td>Уровень шума</td>
<td>75 дб</td>
</tr>
<tr>
<td>Габариты в упаковке</td>
<td>1130х900х1030 мм</td>
</tr>
<tr>
<td>Вес в упаковке</td>
<td>255&nbsp;кг</td>
</tr>
<tr>
<td>Вес без упаковки</td>
<td>231&nbsp;кг</td>
</tr>
</tbody>
</table>";FLYING;Китай;;;;1555580945.2882.jpg;Красный;;;;;;;;
990556;"Стенд шиномонтажный 10-24 дюйма 220 вольт синий";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;46500;0;Рубли;"BL513 220V C ";штука;0.0000;1000;0;0;0;0;"<p>Эталонное качество от компании Flying, прочный и износостойкий рабочий стол до 24 дюймов, усиленный редуктор, блок подготовки воздуха, защитные пластиковые накладки на рабочие элементы станка.</p>
<p>Обновленная модель осени 2018 года!</p>";"<p style=""text-align: left;""><strong>Стенд шиномонтажный Flying BL513 - Обновленная версия!</strong>&nbsp;Шиномонтажный станок (полуавтомат) предназначен для монтажа и демонтажа покрышек легковых автомобилей и легких внедорожников. Максимально прост и надежен в эксплуатации!</p>
<p style=""text-align: left;""><strong>Технические характеристики:</strong></p>
<table style=""width: 100%;"">
<tbody>
<tr style=""height: 15px;"">
<td style=""height: 15px; width: 50%;"">Максимальный диаметр колеса</td>
<td style=""height: 15px;"">41"" (1040 мм)</td>
</tr>
<tr style=""height: 15px;"">
<td style=""height: 15px;"">Максимальная ширина колеса</td>
<td style=""height: 15px;"">14"" (355 мм)</td>
</tr>
<tr style=""height: 15px;"">
<td style=""height: 15px;"">Захват диска снаружи</td>
<td style=""height: 15px;"">10""-19""</td>
</tr>
<tr style=""height: 15px;"">
<td style=""height: 15px;"">Захват диска изнутри</td>
<td style=""height: 15px;"">12""-24""</td>
</tr>
<tr style=""height: 15px;"">
<td style=""height: 15px;"">Давление воздуха</td>
<td style=""height: 15px;"">8 Бар</td>
</tr>
<tr style=""height: 15px;"">
<td style=""height: 15px;"">Усилие на боковой лапе</td>
<td style=""height: 15px;"">2500 кг</td>
</tr>
<tr style=""height: 15px;"">
<td style=""height: 15px;"">Питание в сети</td>
<td style=""height: 15px;"">220В</td>
</tr>
<tr style=""height: 15.4688px;"">
<td style=""height: 15.4688px;"">Габариты упаковки</td>
<td style=""height: 15.4688px;"">960x760x880 мм&nbsp;</td>
</tr>
</tbody>
</table>
<p><iframe width=""1200"" height=""700"" src=""https://www.youtube.com/embed/YIjk_0IQrz0"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe></p>";FLYING;Китай;;;;1555578214.1108.jpg;Синий;;;;220В;;;;
990592;"Стенд шиномонтаж.10-24 дюйма с взрывной накачкой и 3-я рука";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;114500;0;Рубли;BL523IT01220C;штука;0.0000;1000;0;0;0;0;"<p><span style=""color: #999999; font-family: Arial; font-size: 13px; font-style: normal; font-weight: bold; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; background-color: #ededf0; float: none;"">Полуавтомат с взрывной накачкой и&nbsp;3 рука</span></p>";"<table style=""height: 170px; width: 384px;"">
<tbody>
<tr>
<td colspan=""2""><strong>BL523IT/01220 - технические характеристики</strong></td>
</tr>
<tr>
<td>Размеры диска, внешний зажим</td>
<td>10""-22""</td>
</tr>
<tr>
<td>Размеры диска, внутренний зажим</td>
<td>12""-24""</td>
</tr>
<tr>
<td>Максимальный диаметр колеса</td>
<td>1040&nbsp;мм</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>355&nbsp;мм</td>
</tr>
<tr>
<td>Напряжение</td>
<td>220&nbsp;В</td>
</tr>
<tr>
<td>Рабочее давление</td>
<td>8&nbsp;бар</td>
</tr>
<tr>
<td>Отжимное усилие</td>
<td>2500 кг</td>
</tr>
<tr>
<td>Уровень шума</td>
<td>70 дб</td>
</tr>
<tr>
<td>Габариты в упаковке</td>
<td>960х760х1030 мм</td>
</tr>
<tr>
<td>Вес в упаковке</td>
<td>222&nbsp;кг</td>
</tr>
<tr>
<td>Вес без упаковки</td>
<td>207 кг</td>
</tr>
</tbody>
</table>";FLYING;Китай;;;;1555580782.5475.jpg;Синий;;;;220В;;;;
990593;"Стенд шиномонтаж.10-24 дюйма с взрывной накачкой и 3-я рука";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;114500;0;Рубли;BL523IT01380C;штука;0.0000;500;0;0;0;0;"<p>Полуавтомат с взрывной накачкой и&nbsp;3-я рука</p>";"<table style=""height: 170px; width: 384px;"">
<tbody>
<tr>
<td colspan=""2""><strong>BL523IT/01380- технические характеристики</strong></td>
</tr>
<tr>
<td>Размеры диска, внешний зажим</td>
<td>10""-22""</td>
</tr>
<tr>
<td>Размеры диска, внутренний зажим</td>
<td>12""-24""</td>
</tr>
<tr>
<td>Максимальный диаметр колеса</td>
<td>1040&nbsp;мм</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>355&nbsp;мм</td>
</tr>
<tr>
<td>Напряжение</td>
<td>380 В</td>
</tr>
<tr>
<td>Рабочее давление</td>
<td>8&nbsp;бар</td>
</tr>
<tr>
<td>Отжимное усилие</td>
<td>2500 кг</td>
</tr>
<tr>
<td>Уровень шума</td>
<td>70 дб</td>
</tr>
<tr>
<td>Габариты в упаковке</td>
<td>960х760х1030 мм</td>
</tr>
<tr>
<td>Вес в упаковке</td>
<td>222&nbsp;кг</td>
</tr>
<tr>
<td>Вес без упаковки</td>
<td>207 кг</td>
</tr>
</tbody>
</table>";FLYING;Китай;;;;1555580874.2006.jpg;Синий;;;;380В;;;;
990594;"Автомат шиномонтажный взрыв.нак.";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;89500;0;Рубли;BL533IT/220VC;штука;0.0000;999;0;0;0;0;"<p>Автомат со взрывной накачкой</p>";"<table style=""height: 170px; width: 384px;"">
<tbody>
<tr>
<td colspan=""2""><strong>BL533IT/220V&nbsp;- технические характеристики</strong></td>
</tr>
<tr>
<td>Размеры диска, внешний зажим</td>
<td>10""-21""</td>
</tr>
<tr>
<td>Размеры диска, внутренний зажим</td>
<td>14""-26""</td>
</tr>
<tr>
<td>Максимальный диаметр колеса</td>
<td>1040 мм</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>355&nbsp;мм</td>
</tr>
<tr>
<td>Напряжение</td>
<td>220&nbsp;В</td>
</tr>
<tr>
<td>Рабочее давление</td>
<td>8&nbsp;бар</td>
</tr>
<tr>
<td>Отжимное усилие</td>
<td>2500 кг</td>
</tr>
<tr>
<td>Уровень шума</td>
<td>75 дб</td>
</tr>
<tr>
<td>Габариты в упаковке</td>
<td>960х760х1030 мм</td>
</tr>
<tr>
<td>Вес в упаковке</td>
<td>240 кг</td>
</tr>
<tr>
<td>Вес без упаковки</td>
<td>217 кг</td>
</tr>
</tbody>
</table>";FLYING;Китай;;;;1555576499.922.jpg;Синий;;;;220В;;;;
990595;"Автомат шиномонтажный взрыв.нак. (синий)";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;89500;0;Рубли;BL533IT/380VC;штука;0.0000;1000;0;0;0;0;"<p>Автомат со взрывной накачкой</p>";"<table style=""height: 170px; width: 384px;"">
<tbody>
<tr>
<td colspan=""2""><strong>BL533IT/220V&nbsp;- технические характеристики</strong></td>
</tr>
<tr>
<td>Размеры диска, внешний зажим</td>
<td>10""-21""</td>
</tr>
<tr>
<td>Размеры диска, внутренний зажим</td>
<td>14""-26""</td>
</tr>
<tr>
<td>Максимальный диаметр колеса</td>
<td>1040 мм</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>355&nbsp;мм</td>
</tr>
<tr>
<td>Напряжение</td>
<td>380 В</td>
</tr>
<tr>
<td>Рабочее давление</td>
<td>8&nbsp;бар</td>
</tr>
<tr>
<td>Отжимное усилие</td>
<td>2500 кг</td>
</tr>
<tr>
<td>Уровень шума</td>
<td>75 дб</td>
</tr>
<tr>
<td>Габариты в упаковке</td>
<td>960х760х1030 мм</td>
</tr>
<tr>
<td>Вес в упаковке</td>
<td>240 кг</td>
</tr>
<tr>
<td>Вес без упаковки</td>
<td>217 кг</td>
</tr>
</tbody>
</table>";FLYING;Китай;;;;1555579198.5449.jpg;;;;;;;;;
990596;"Автомат шиномонтажный 220V, 10-24""(синий)";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;127900;0;Рубли;BL533IT02220C;штука;0.0000;1000;0;0;0;0;"<p>Автомат c с взрывной накачкой и 3-я рука (ACAP2002).</p>";"<table style=""height: 170px; width: 384px;"">
<tbody>
<tr>
<td colspan=""2""><strong>BL533IT/02220 - технические характеристики</strong></td>
</tr>
<tr>
<td>Размеры диска, внешний зажим</td>
<td>10""-21""</td>
</tr>
<tr>
<td>Размеры диска, внутренний зажим</td>
<td>12""-24""</td>
</tr>
<tr>
<td>Максимальный диаметр колеса</td>
<td>1040 мм</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>355&nbsp;мм</td>
</tr>
<tr>
<td>Напряжение</td>
<td>220&nbsp;В</td>
</tr>
<tr>
<td>Рабочее давление</td>
<td>8&nbsp;бар</td>
</tr>
<tr>
<td>Отжимное усилие</td>
<td>2500 кг</td>
</tr>
<tr>
<td>Уровень шума</td>
<td>75 дб</td>
</tr>
<tr>
<td>Габариты в упаковке</td>
<td>960х760х1030 мм</td>
</tr>
<tr>
<td>Вес в упаковке</td>
<td>312&nbsp;кг</td>
</tr>
<tr>
<td>Вес без упаковки</td>
<td>269&nbsp;кг</td>
</tr>
</tbody>
</table>";FLYING;Китай;;;;1555580738.2578.jpg;Синий;;;;220В;;;;
990597;"Автомат шиномонтажный взрыв.нак. 10-24""3-я рука(синий)";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;127900;0;Рубли;BL533IT02380C;штука;0.0000;1000;0;0;0;0;"<p>Автомат c с взрывной накачкой и 3-я рука (ACAP2002).</p>";"<table style=""height: 170px; width: 384px;"">
<tbody>
<tr>
<td colspan=""2""><strong>BL533IT/02220 - технические характеристики</strong></td>
</tr>
<tr>
<td>Размеры диска, внешний зажим</td>
<td>10""-21""</td>
</tr>
<tr>
<td>Размеры диска, внутренний зажим</td>
<td>12""-24""</td>
</tr>
<tr>
<td>Максимальный диаметр колеса</td>
<td>1040 мм</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>355&nbsp;мм</td>
</tr>
<tr>
<td>Напряжение</td>
<td>380&nbsp;В</td>
</tr>
<tr>
<td>Рабочее давление</td>
<td>8&nbsp;бар</td>
</tr>
<tr>
<td>Отжимное усилие</td>
<td>2500 кг</td>
</tr>
<tr>
<td>Уровень шума</td>
<td>75 дб</td>
</tr>
<tr>
<td>Габариты в упаковке</td>
<td>960х760х1030 мм</td>
</tr>
<tr>
<td>Вес в упаковке</td>
<td>312&nbsp;кг</td>
</tr>
<tr>
<td>Вес без упаковки</td>
<td>269&nbsp;кг</td>
</tr>
</tbody>
</table>";FLYING;Китай;;;;1555576131.9254.jpg;Синий;;;;380В;;;;
